Meso-D3,NMP-D3,PreNeural-D3,p0/p1-D3,EarlyVentral-D3,Meso-D3.2,NMP-D3.2,PreNeural-D3.2,p0/p1-D3.2,EarlyVentral-D3.2,Meso-D3.4,NMP-D3.4,PreNeural-D3.4,p0/p1-D3.4,EarlyVentral-D3.4,Meso-D3.6,NMP-D3.6,PreNeural-D3.6,p0/p1-D3.6,EarlyVentral-D3.6,Meso-D3.8,NMP-D3.8,PreNeural-D3.8,p0/p1-D3.8,EarlyVentral-D3.8,Meso-D4,NMP-D4,PreNeural-D4,p0/p1-D4,EarlyVentral-D4
0.05,0.852,0.0,0.0,0.0,0.05,0.67,0.046,0.0,0.0,0.062,0.294,0.226,0.0,0.0,0.082,0.09,0.414,0.016,0.002,0.104,0.036,0.286,0.132,0.01,0.11,0.014,0.11,0.388,0.03
0.05,0.852,0.0,0.0,0.0,0.05,0.668,0.054,0.0,0.0,0.07,0.342,0.2,0.0,0.0,0.126,0.162,0.342,0.02,0.002,0.166,0.05,0.286,0.166,0.004,0.192,0.032,0.144,0.368,0.004
0.05,0.852,0.0,0.0,0.0,0.05,0.662,0.064,0.0,0.0,0.064,0.25,0.206,0.0,0.0,0.122,0.074,0.404,0.022,0.004,0.156,0.018,0.256,0.116,0.062,0.162,0.004,0.106,0.32,0.152
0.05,0.852,0.0,0.0,0.0,0.052,0.672,0.046,0.0,0.0,0.088,0.242,0.188,0.0,0.0,0.142,0.068,0.382,0.016,0.004,0.2,0.026,0.28,0.136,0.006,0.204,0.012,0.092,0.382,0.03
0.05,0.852,0.0,0.0,0.0,0.05,0.666,0.048,0.0,0.0,0.07,0.236,0.194,0.0,0.0,0.142,0.068,0.424,0.03,0.008,0.174,0.012,0.234,0.142,0.026,0.186,0.002,0.102,0.392,0.092
0.05,0.852,0.0,0.0,0.0,0.05,0.642,0.06,0.0,0.0,0.084,0.262,0.19,0.0,0.002,0.152,0.106,0.324,0.04,0.016,0.172,0.026,0.23,0.176,0.064,0.184,0.01,0.108,0.378,0.112
0.05,0.852,0.0,0.0,0.0,0.05,0.652,0.058,0.0,0.0,0.078,0.264,0.17,0.0,0.0,0.158,0.1,0.346,0.024,0.006,0.208,0.038,0.238,0.15,0.028,0.218,0.018,0.12,0.36,0.056
0.05,0.852,0.0,0.0,0.0,0.052,0.65,0.06,0.0,0.0,0.066,0.256,0.21,0.0,0.0,0.132,0.09,0.464,0.016,0.0,0.17,0.04,0.362,0.112,0.0,0.182,0.006,0.196,0.348,0.004
0.05,0.852,0.0,0.0,0.0,0.05,0.69,0.058,0.0,0.0,0.066,0.268,0.222,0.0,0.0,0.108,0.096,0.48,0.008,0.0,0.14,0.034,0.376,0.128,0.006,0.144,0.01,0.192,0.35,0.026
0.05,0.852,0.0,0.0,0.0,0.052,0.724,0.066,0.0,0.0,0.062,0.312,0.196,0.0,0.0,0.108,0.1,0.468,0.028,0.0,0.138,0.046,0.444,0.13,0.0,0.144,0.016,0.252,0.362,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.692,0.058,0.0,0.0,0.072,0.316,0.202,0.0,0.0,0.116,0.114,0.426,0.012,0.0,0.136,0.05,0.358,0.104,0.0,0.146,0.02,0.182,0.324,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.678,0.06,0.0,0.0,0.068,0.298,0.23,0.0,0.0,0.12,0.116,0.412,0.016,0.0,0.148,0.046,0.346,0.146,0.0,0.164,0.016,0.17,0.378,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.656,0.054,0.0,0.0,0.066,0.314,0.19,0.0,0.0,0.132,0.124,0.384,0.018,0.0,0.152,0.054,0.266,0.116,0.008,0.168,0.02,0.172,0.362,0.024
0.05,0.852,0.0,0.0,0.0,0.05,0.672,0.058,0.0,0.0,0.062,0.246,0.152,0.0,0.0,0.1,0.068,0.386,0.018,0.006,0.118,0.016,0.186,0.124,0.026,0.124,0.01,0.056,0.358,0.102
0.05,0.852,0.0,0.0,0.0,0.05,0.672,0.062,0.0,0.0,0.06,0.228,0.186,0.0,0.0,0.124,0.07,0.422,0.02,0.0,0.154,0.024,0.288,0.144,0.004,0.168,0.008,0.084,0.404,0.006
0.05,0.852,0.0,0.0,0.0,0.058,0.66,0.054,0.0,0.0,0.074,0.324,0.226,0.0,0.002,0.128,0.15,0.37,0.028,0.004,0.15,0.072,0.3,0.132,0.028,0.156,0.034,0.172,0.326,0.058
0.05,0.852,0.0,0.0,0.0,0.05,0.626,0.054,0.0,0.0,0.072,0.296,0.244,0.0,0.0,0.122,0.126,0.42,0.018,0.002,0.144,0.056,0.37,0.132,0.014,0.162,0.022,0.216,0.308,0.032
0.05,0.852,0.0,0.0,0.0,0.05,0.666,0.066,0.0,0.0,0.06,0.302,0.222,0.0,0.0,0.082,0.104,0.38,0.016,0.01,0.1,0.04,0.268,0.112,0.056,0.102,0.02,0.114,0.294,0.134
0.05,0.852,0.0,0.0,0.0,0.05,0.654,0.068,0.0,0.0,0.072,0.268,0.23,0.0,0.0,0.112,0.096,0.42,0.02,0.004,0.136,0.03,0.33,0.142,0.012,0.148,0.016,0.16,0.38,0.038
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.054,0.0,0.0,0.064,0.288,0.184,0.0,0.0,0.128,0.09,0.38,0.024,0.0,0.16,0.044,0.32,0.17,0.0,0.17,0.01,0.128,0.384,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.71,0.072,0.0,0.0,0.06,0.32,0.222,0.0,0.0,0.076,0.108,0.436,0.016,0.004,0.096,0.036,0.386,0.114,0.024,0.104,0.01,0.198,0.3,0.064
0.05,0.852,0.0,0.0,0.0,0.05,0.684,0.068,0.0,0.0,0.076,0.302,0.212,0.0,0.0,0.174,0.126,0.398,0.02,0.0,0.21,0.032,0.356,0.13,0.0,0.236,0.014,0.222,0.314,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.66,0.04,0.0,0.0,0.076,0.226,0.182,0.0,0.0,0.144,0.088,0.376,0.016,0.006,0.176,0.028,0.196,0.102,0.028,0.186,0.016,0.102,0.372,0.076
0.05,0.852,0.0,0.0,0.0,0.05,0.68,0.058,0.0,0.0,0.066,0.3,0.19,0.0,0.0,0.106,0.11,0.412,0.03,0.0,0.134,0.038,0.304,0.142,0.006,0.138,0.018,0.164,0.394,0.026
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.07,0.0,0.0,0.066,0.336,0.22,0.0,0.0,0.106,0.16,0.386,0.03,0.006,0.128,0.082,0.334,0.12,0.03,0.134,0.032,0.178,0.316,0.058
0.05,0.852,0.0,0.0,0.0,0.05,0.716,0.06,0.0,0.0,0.064,0.296,0.198,0.0,0.0,0.12,0.076,0.442,0.014,0.004,0.174,0.022,0.434,0.078,0.018,0.194,0.014,0.23,0.25,0.042
0.05,0.852,0.0,0.0,0.0,0.052,0.64,0.048,0.0,0.0,0.09,0.264,0.186,0.0,0.0,0.172,0.116,0.392,0.026,0.0,0.22,0.05,0.318,0.13,0.0,0.244,0.026,0.136,0.346,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.688,0.06,0.0,0.0,0.064,0.31,0.228,0.0,0.0,0.114,0.128,0.45,0.014,0.0,0.138,0.052,0.406,0.138,0.0,0.162,0.028,0.232,0.35,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.676,0.048,0.0,0.0,0.076,0.308,0.192,0.0,0.0,0.162,0.122,0.362,0.028,0.0,0.198,0.048,0.306,0.124,0.004,0.222,0.016,0.146,0.354,0.006
0.05,0.852,0.0,0.0,0.0,0.052,0.66,0.056,0.0,0.0,0.078,0.254,0.206,0.0,0.0,0.15,0.076,0.418,0.02,0.0,0.19,0.026,0.314,0.134,0.0,0.198,0.006,0.156,0.382,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.684,0.06,0.0,0.0,0.056,0.3,0.21,0.0,0.0,0.072,0.096,0.378,0.024,0.008,0.098,0.024,0.274,0.146,0.03,0.104,0.016,0.126,0.386,0.068
0.05,0.852,0.0,0.0,0.0,0.05,0.62,0.05,0.0,0.0,0.064,0.236,0.218,0.0,0.0,0.118,0.076,0.408,0.014,0.004,0.14,0.028,0.244,0.114,0.014,0.152,0.006,0.102,0.36,0.042
0.05,0.852,0.0,0.0,0.0,0.054,0.598,0.054,0.0,0.0,0.08,0.256,0.236,0.0,0.0,0.17,0.104,0.392,0.022,0.008,0.216,0.038,0.256,0.132,0.056,0.23,0.016,0.098,0.288,0.124
0.05,0.852,0.0,0.0,0.0,0.05,0.66,0.058,0.0,0.0,0.062,0.24,0.246,0.0,0.0,0.118,0.086,0.438,0.014,0.006,0.162,0.024,0.332,0.086,0.042,0.176,0.004,0.184,0.264,0.112
0.05,0.852,0.0,0.0,0.0,0.05,0.662,0.052,0.0,0.0,0.08,0.23,0.19,0.0,0.0,0.17,0.044,0.366,0.022,0.008,0.21,0.016,0.236,0.152,0.038,0.22,0.004,0.104,0.346,0.094
0.05,0.852,0.0,0.0,0.0,0.052,0.652,0.068,0.0,0.0,0.072,0.302,0.222,0.002,0.0,0.134,0.132,0.412,0.034,0.0,0.182,0.062,0.334,0.146,0.0,0.204,0.028,0.172,0.358,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.658,0.056,0.0,0.0,0.072,0.188,0.188,0.0,0.0,0.14,0.06,0.448,0.016,0.0,0.16,0.012,0.282,0.122,0.008,0.178,0.004,0.094,0.378,0.024
0.05,0.852,0.0,0.0,0.0,0.052,0.704,0.05,0.0,0.0,0.066,0.286,0.174,0.0,0.0,0.118,0.11,0.434,0.028,0.0,0.158,0.042,0.348,0.124,0.0,0.17,0.016,0.142,0.374,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.652,0.062,0.0,0.0,0.07,0.318,0.208,0.0,0.0,0.114,0.134,0.406,0.02,0.002,0.138,0.048,0.304,0.12,0.002,0.154,0.024,0.192,0.36,0.006
0.05,0.852,0.0,0.0,0.0,0.052,0.728,0.048,0.0,0.0,0.062,0.312,0.158,0.0,0.0,0.134,0.12,0.424,0.024,0.0,0.178,0.054,0.348,0.124,0.0,0.196,0.016,0.158,0.392,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.65,0.052,0.0,0.0,0.084,0.246,0.242,0.0,0.0,0.158,0.102,0.428,0.028,0.0,0.188,0.046,0.322,0.148,0.0,0.208,0.018,0.152,0.38,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.636,0.064,0.0,0.0,0.086,0.26,0.238,0.0,0.0,0.152,0.082,0.428,0.022,0.0,0.192,0.024,0.34,0.16,0.0,0.208,0.01,0.194,0.358,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.7,0.064,0.0,0.0,0.062,0.294,0.21,0.0,0.0,0.09,0.116,0.438,0.022,0.004,0.106,0.054,0.346,0.14,0.028,0.116,0.018,0.188,0.356,0.064
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.056,0.0,0.0,0.066,0.252,0.164,0.0,0.0,0.14,0.05,0.352,0.024,0.022,0.192,0.01,0.206,0.136,0.062,0.212,0.002,0.064,0.366,0.128
0.05,0.852,0.0,0.0,0.0,0.052,0.59,0.07,0.0,0.0,0.08,0.212,0.28,0.0,0.0,0.142,0.072,0.392,0.026,0.006,0.192,0.026,0.222,0.148,0.038,0.2,0.01,0.092,0.372,0.122
0.05,0.852,0.0,0.0,0.0,0.052,0.66,0.064,0.0,0.0,0.066,0.264,0.184,0.0,0.0,0.122,0.088,0.394,0.012,0.004,0.162,0.036,0.258,0.112,0.018,0.172,0.012,0.094,0.346,0.038
0.05,0.852,0.0,0.0,0.0,0.052,0.698,0.056,0.0,0.0,0.068,0.328,0.17,0.0,0.0,0.102,0.126,0.374,0.014,0.006,0.13,0.036,0.244,0.13,0.012,0.144,0.018,0.118,0.384,0.026
0.05,0.852,0.0,0.0,0.0,0.05,0.672,0.068,0.0,0.0,0.074,0.3,0.226,0.0,0.0,0.13,0.134,0.408,0.02,0.0,0.16,0.062,0.378,0.146,0.0,0.182,0.03,0.216,0.346,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.672,0.052,0.0,0.0,0.072,0.312,0.2,0.0,0.0,0.114,0.112,0.402,0.024,0.0,0.154,0.036,0.36,0.168,0.0,0.17,0.014,0.206,0.37,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.696,0.056,0.0,0.0,0.074,0.3,0.174,0.0,0.0,0.132,0.112,0.438,0.026,0.0,0.178,0.03,0.392,0.124,0.0,0.198,0.014,0.282,0.334,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.654,0.056,0.0,0.0,0.084,0.326,0.216,0.0,0.0,0.112,0.144,0.41,0.036,0.0,0.156,0.046,0.354,0.168,0.0,0.176,0.022,0.206,0.368,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.674,0.058,0.0,0.0,0.074,0.29,0.218,0.0,0.0,0.112,0.104,0.44,0.042,0.0,0.132,0.04,0.418,0.172,0.0,0.14,0.008,0.252,0.38,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.648,0.058,0.0,0.0,0.066,0.234,0.226,0.0,0.0,0.12,0.056,0.402,0.026,0.012,0.144,0.014,0.248,0.132,0.064,0.154,0.008,0.094,0.352,0.144
0.05,0.852,0.0,0.0,0.0,0.052,0.678,0.048,0.0,0.0,0.072,0.288,0.238,0.0,0.0,0.144,0.102,0.44,0.022,0.0,0.182,0.036,0.436,0.12,0.0,0.212,0.012,0.268,0.304,0.002
0.05,0.852,0.0,0.0,0.0,0.05,0.636,0.056,0.0,0.0,0.07,0.27,0.204,0.0,0.0,0.138,0.094,0.33,0.02,0.01,0.162,0.03,0.194,0.124,0.046,0.176,0.01,0.078,0.332,0.11
0.05,0.852,0.0,0.0,0.0,0.052,0.7,0.05,0.0,0.0,0.066,0.262,0.164,0.0,0.0,0.142,0.058,0.432,0.024,0.0,0.194,0.01,0.398,0.124,0.0,0.21,0.004,0.19,0.37,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.602,0.058,0.0,0.0,0.08,0.234,0.258,0.0,0.0,0.13,0.09,0.418,0.022,0.012,0.158,0.036,0.232,0.128,0.038,0.164,0.012,0.126,0.372,0.08
0.05,0.852,0.0,0.0,0.0,0.05,0.688,0.056,0.0,0.0,0.066,0.296,0.182,0.0,0.0,0.114,0.1,0.428,0.012,0.0,0.142,0.03,0.348,0.082,0.006,0.15,0.01,0.154,0.284,0.026
0.05,0.852,0.0,0.0,0.0,0.054,0.646,0.046,0.0,0.0,0.08,0.284,0.218,0.0,0.0,0.132,0.12,0.406,0.018,0.0,0.154,0.044,0.302,0.13,0.0,0.156,0.016,0.152,0.344,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.634,0.066,0.0,0.0,0.076,0.274,0.236,0.0,0.0,0.144,0.094,0.424,0.018,0.0,0.176,0.028,0.332,0.148,0.0,0.196,0.012,0.188,0.384,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.634,0.054,0.0,0.0,0.078,0.288,0.218,0.0,0.0,0.142,0.104,0.396,0.024,0.0,0.186,0.04,0.302,0.134,0.0,0.192,0.026,0.182,0.362,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.626,0.048,0.0,0.0,0.08,0.198,0.214,0.0,0.0,0.146,0.078,0.414,0.01,0.004,0.166,0.036,0.218,0.114,0.02,0.172,0.01,0.078,0.35,0.05
0.05,0.852,0.0,0.0,0.0,0.052,0.744,0.062,0.0,0.0,0.072,0.358,0.14,0.0,0.0,0.1,0.132,0.344,0.026,0.002,0.144,0.044,0.276,0.126,0.022,0.158,0.014,0.126,0.362,0.058
0.05,0.852,0.0,0.0,0.0,0.05,0.662,0.054,0.0,0.0,0.068,0.322,0.212,0.0,0.0,0.132,0.152,0.424,0.018,0.0,0.158,0.068,0.372,0.126,0.002,0.178,0.03,0.26,0.348,0.004
0.05,0.852,0.0,0.0,0.0,0.05,0.682,0.056,0.0,0.0,0.072,0.27,0.176,0.0,0.0,0.138,0.086,0.418,0.034,0.0,0.172,0.022,0.374,0.168,0.0,0.188,0.002,0.174,0.41,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.682,0.048,0.0,0.0,0.074,0.284,0.182,0.0,0.0,0.16,0.108,0.394,0.024,0.0,0.202,0.038,0.31,0.134,0.0,0.212,0.012,0.168,0.386,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.698,0.062,0.0,0.0,0.07,0.328,0.186,0.0,0.0,0.126,0.148,0.406,0.02,0.0,0.152,0.084,0.334,0.13,0.0,0.158,0.04,0.15,0.38,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.68,0.064,0.0,0.0,0.07,0.278,0.23,0.0,0.0,0.12,0.104,0.464,0.02,0.0,0.14,0.034,0.362,0.162,0.0,0.156,0.01,0.188,0.414,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.718,0.05,0.0,0.0,0.062,0.302,0.166,0.0,0.0,0.1,0.088,0.406,0.032,0.0,0.122,0.03,0.358,0.132,0.0,0.13,0.014,0.154,0.362,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.64,0.046,0.0,0.0,0.07,0.288,0.208,0.0,0.0,0.098,0.092,0.386,0.02,0.004,0.11,0.026,0.26,0.14,0.012,0.12,0.012,0.102,0.398,0.032
0.05,0.852,0.0,0.0,0.0,0.05,0.644,0.06,0.0,0.0,0.068,0.248,0.238,0.0,0.0,0.132,0.074,0.438,0.014,0.0,0.17,0.014,0.34,0.138,0.0,0.172,0.002,0.166,0.38,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.648,0.052,0.0,0.0,0.058,0.24,0.242,0.0,0.0,0.088,0.08,0.436,0.014,0.004,0.1,0.028,0.268,0.116,0.032,0.102,0.008,0.094,0.35,0.102
0.05,0.852,0.0,0.0,0.0,0.05,0.654,0.06,0.0,0.0,0.072,0.232,0.242,0.0,0.0,0.124,0.09,0.428,0.002,0.0,0.152,0.024,0.282,0.116,0.0,0.174,0.01,0.128,0.382,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.638,0.052,0.0,0.0,0.086,0.23,0.24,0.0,0.0,0.13,0.084,0.484,0.024,0.0,0.148,0.028,0.384,0.13,0.0,0.162,0.006,0.198,0.36,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.64,0.044,0.0,0.0,0.066,0.262,0.248,0.0,0.0,0.102,0.112,0.406,0.008,0.002,0.136,0.044,0.264,0.122,0.024,0.148,0.018,0.128,0.35,0.058
0.05,0.852,0.0,0.0,0.0,0.052,0.636,0.06,0.0,0.0,0.07,0.276,0.224,0.0,0.0,0.13,0.102,0.418,0.016,0.0,0.166,0.034,0.308,0.12,0.0,0.184,0.01,0.15,0.38,0.004
0.05,0.852,0.0,0.0,0.0,0.052,0.642,0.044,0.0,0.0,0.078,0.242,0.202,0.0,0.0,0.166,0.094,0.396,0.022,0.0,0.232,0.032,0.286,0.118,0.002,0.264,0.008,0.12,0.322,0.004
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.062,0.0,0.0,0.07,0.316,0.23,0.0,0.0,0.108,0.128,0.426,0.02,0.0,0.136,0.044,0.398,0.148,0.0,0.148,0.03,0.25,0.352,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.728,0.058,0.0,0.0,0.066,0.3,0.164,0.0,0.0,0.14,0.078,0.424,0.036,0.0,0.19,0.026,0.372,0.142,0.0,0.204,0.006,0.19,0.386,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.654,0.058,0.0,0.0,0.064,0.262,0.202,0.0,0.0,0.124,0.086,0.428,0.018,0.0,0.178,0.016,0.288,0.13,0.0,0.196,0.002,0.12,0.41,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.678,0.058,0.0,0.0,0.068,0.298,0.232,0.0,0.0,0.102,0.112,0.442,0.02,0.0,0.128,0.036,0.336,0.142,0.006,0.138,0.016,0.178,0.37,0.014
0.05,0.852,0.0,0.0,0.0,0.05,0.69,0.054,0.0,0.0,0.06,0.296,0.222,0.0,0.0,0.094,0.118,0.386,0.028,0.006,0.116,0.028,0.302,0.148,0.04,0.122,0.008,0.154,0.35,0.084
0.05,0.852,0.0,0.0,0.0,0.05,0.664,0.052,0.0,0.0,0.09,0.304,0.194,0.0,0.0,0.146,0.098,0.368,0.03,0.0,0.188,0.032,0.306,0.17,0.0,0.198,0.014,0.162,0.398,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.066,0.0,0.0,0.062,0.246,0.222,0.0,0.0,0.144,0.086,0.462,0.024,0.0,0.17,0.026,0.416,0.142,0.0,0.176,0.006,0.256,0.364,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.64,0.048,0.0,0.0,0.074,0.258,0.24,0.0,0.0,0.128,0.086,0.396,0.012,0.002,0.152,0.016,0.298,0.142,0.006,0.16,0.004,0.142,0.376,0.01
0.05,0.852,0.0,0.0,0.0,0.052,0.7,0.056,0.0,0.0,0.066,0.296,0.172,0.0,0.0,0.152,0.102,0.374,0.034,0.0,0.192,0.028,0.348,0.156,0.0,0.206,0.01,0.16,0.392,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.69,0.064,0.0,0.0,0.06,0.266,0.21,0.0,0.0,0.12,0.064,0.464,0.02,0.0,0.174,0.022,0.438,0.13,0.0,0.19,0.004,0.21,0.352,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.68,0.056,0.0,0.0,0.086,0.27,0.214,0.0,0.0,0.144,0.094,0.462,0.018,0.0,0.174,0.028,0.43,0.124,0.0,0.188,0.006,0.258,0.344,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.67,0.056,0.0,0.0,0.066,0.288,0.2,0.0,0.0,0.114,0.086,0.416,0.02,0.0,0.142,0.026,0.316,0.108,0.0,0.15,0.01,0.16,0.366,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.676,0.044,0.0,0.0,0.08,0.29,0.196,0.0,0.0,0.138,0.09,0.438,0.016,0.0,0.19,0.024,0.312,0.114,0.0,0.22,0.004,0.14,0.408,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.642,0.064,0.0,0.0,0.076,0.244,0.24,0.0,0.0,0.132,0.082,0.476,0.022,0.0,0.144,0.022,0.394,0.124,0.0,0.158,0.01,0.218,0.368,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.682,0.062,0.0,0.0,0.072,0.236,0.172,0.0,0.0,0.17,0.058,0.438,0.028,0.0,0.194,0.012,0.338,0.146,0.01,0.212,0.006,0.138,0.382,0.018
0.05,0.852,0.0,0.0,0.0,0.052,0.676,0.058,0.0,0.0,0.062,0.268,0.238,0.0,0.0,0.078,0.086,0.432,0.016,0.006,0.088,0.02,0.278,0.14,0.036,0.094,0.01,0.1,0.388,0.07
0.05,0.852,0.0,0.0,0.0,0.05,0.726,0.056,0.0,0.0,0.06,0.28,0.168,0.0,0.0,0.122,0.07,0.446,0.024,0.0,0.176,0.008,0.4,0.118,0.0,0.19,0.004,0.176,0.382,0.002
0.05,0.852,0.0,0.0,0.0,0.05,0.658,0.062,0.0,0.0,0.078,0.29,0.242,0.0,0.0,0.136,0.106,0.426,0.008,0.004,0.166,0.044,0.398,0.102,0.016,0.18,0.026,0.268,0.3,0.028
0.05,0.852,0.0,0.0,0.0,0.05,0.704,0.064,0.0,0.0,0.062,0.304,0.194,0.0,0.0,0.124,0.092,0.416,0.032,0.0,0.16,0.042,0.4,0.124,0.0,0.176,0.016,0.23,0.36,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.654,0.05,0.0,0.0,0.084,0.264,0.198,0.0,0.0,0.16,0.086,0.404,0.016,0.0,0.196,0.036,0.346,0.11,0.0,0.2,0.018,0.12,0.312,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.688,0.04,0.0,0.0,0.07,0.314,0.172,0.0,0.0,0.14,0.12,0.376,0.024,0.0,0.182,0.036,0.324,0.134,0.002,0.198,0.012,0.206,0.368,0.004
0.05,0.852,0.0,0.0,0.0,0.052,0.668,0.048,0.0,0.0,0.064,0.306,0.208,0.0,0.0,0.11,0.116,0.346,0.008,0.002,0.146,0.036,0.264,0.094,0.04,0.152,0.012,0.132,0.298,0.086
0.05,0.852,0.0,0.0,0.0,0.052,0.674,0.066,0.0,0.0,0.076,0.316,0.198,0.0,0.0,0.162,0.114,0.376,0.014,0.0,0.206,0.032,0.372,0.108,0.0,0.246,0.016,0.236,0.306,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.658,0.046,0.0,0.0,0.078,0.324,0.186,0.0,0.0,0.126,0.152,0.328,0.016,0.004,0.158,0.06,0.22,0.126,0.024,0.182,0.038,0.106,0.336,0.058
0.05,0.852,0.0,0.0,0.0,0.05,0.736,0.044,0.0,0.0,0.058,0.298,0.16,0.0,0.0,0.112,0.068,0.404,0.012,0.0,0.154,0.02,0.394,0.114,0.0,0.164,0.006,0.144,0.352,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.686,0.056,0.0,0.0,0.064,0.344,0.188,0.0,0.0,0.09,0.126,0.362,0.026,0.002,0.114,0.05,0.28,0.144,0.024,0.138,0.024,0.126,0.372,0.052
0.05,0.852,0.0,0.0,0.0,0.05,0.624,0.064,0.0,0.0,0.088,0.226,0.238,0.0,0.0,0.148,0.088,0.44,0.028,0.0,0.202,0.03,0.324,0.148,0.0,0.224,0.012,0.156,0.376,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.644,0.046,0.0,0.0,0.09,0.292,0.202,0.0,0.0,0.146,0.114,0.304,0.038,0.018,0.182,0.046,0.184,0.172,0.054,0.198,0.024,0.086,0.368,0.128
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.06,0.0,0.0,0.076,0.286,0.202,0.0,0.0,0.118,0.114,0.424,0.014,0.0,0.154,0.048,0.314,0.132,0.0,0.162,0.02,0.17,0.37,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.696,0.048,0.0,0.0,0.07,0.308,0.154,0.0,0.0,0.138,0.114,0.41,0.026,0.0,0.168,0.04,0.328,0.116,0.0,0.178,0.014,0.162,0.328,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.618,0.064,0.0,0.0,0.072,0.228,0.234,0.0,0.0,0.122,0.088,0.45,0.028,0.012,0.142,0.024,0.242,0.122,0.046,0.146,0.006,0.118,0.354,0.116
0.05,0.852,0.0,0.0,0.0,0.05,0.67,0.06,0.0,0.0,0.086,0.316,0.244,0.0,0.0,0.148,0.098,0.396,0.016,0.0,0.192,0.034,0.4,0.136,0.0,0.214,0.01,0.268,0.314,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.664,0.058,0.0,0.0,0.074,0.326,0.224,0.0,0.0,0.104,0.132,0.396,0.018,0.002,0.132,0.048,0.352,0.142,0.012,0.138,0.02,0.198,0.342,0.032
0.05,0.852,0.0,0.0,0.0,0.05,0.702,0.056,0.0,0.0,0.062,0.354,0.184,0.0,0.0,0.102,0.11,0.35,0.04,0.0,0.146,0.034,0.39,0.168,0.0,0.162,0.016,0.188,0.364,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.732,0.056,0.0,0.0,0.066,0.304,0.176,0.0,0.0,0.14,0.088,0.414,0.014,0.0,0.192,0.044,0.37,0.126,0.0,0.21,0.022,0.18,0.358,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.688,0.054,0.0,0.0,0.08,0.294,0.198,0.0,0.0,0.126,0.11,0.448,0.028,0.0,0.17,0.026,0.358,0.128,0.0,0.182,0.014,0.202,0.4,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.688,0.06,0.0,0.0,0.068,0.25,0.178,0.0,0.0,0.15,0.068,0.42,0.028,0.0,0.194,0.018,0.368,0.116,0.0,0.214,0.008,0.164,0.344,0.0
